Administration,Publication,Date of Event,Source,Link,Movement,Actor,Type of Action,Target of action,Admin Response,Position,Size,Investment size,Notes,Include
Zimmer,Maroon,2/3/2007,U of C decides not to divest from Sudan – Chicago Maroon,https://chicagomaroon.com/6327/news/u-of-c-decides-not-to-divest-from-sudan/,Sudan,,,,Non-divestment support,For,,,Disagree on whether this is good: https://chicagomaroon.com/3914/viewpoints/op-ed/why-is-stand-accepting-blood-money/,1
Zimmer,Maroon,10/19/2006,STAND pressures admin to divest from Darfur – Chicago Maroon,https://chicagomaroon.com/3917/news/stand-pressures-admin-to-divest-from-darfur-2/,Sudan,STAND,,President/Administration,Meeting/negotiation,For,,,"Brown, Columbia, Harvard divested from Sudan. President Zimmer voted for divestment at Brown. Illinois and 5 others states, and 3 cities divested. Sudanese government has responded to divestment in the past. Chabad signed a pro divestment letter. ",1
Zimmer,Maroon,10/5/2006,Darfur adviser advocates student action – Chicago Maroon,https://chicagomaroon.com/3133/news/darfur-adviser-advocates-student-action/,Sudan,,Lecture/Debate,,,For,50,,,1
Zimmer,Maroon,10/3/2006,Divestment does more than send a message,https://chicagomaroon.com/3147/viewpoints/op-ed/divestment-does-more-than-send-a-message/,Sudan,,Letter Writing,General,,For,,,,1
Randel,Maroon,5/23/2006,"Students, administrators meet over Darfur policy",https://chicagomaroon.com/7293/news/students-administrators-meet-over-darfur-policy-2/,Sudan,STAND,,,Letter Writing,For,,,"Administrators confirmed last month that the University holds equity in companies that support the Sudanese government. (Later walked back: https://chicagomaroon.com/4844/news/investment-in-darfur-was-never-certain-zimmer-says/) Both administrators and students were pleased with the discussion, which Klass said “modeled the kind of effective and strategic student activism that one finds on this campus more often than not.” The proposed divestment model, a two-page document created by the national Sudan Divestment Taskforce to aid institutions and states in divestment, recently guided The Regents, which governs the University of California-, in declaring its $66 billion endowment divested from Sudan.",1
Randel,Maroon,5/19/2006,Darfur activists support realistic solutions – Chicago Maroon,https://chicagomaroon.com/6123/viewpoints/op-ed/darfur-activists-support-realistic-solutions-2/,Sudan,,Letter Writing,,,For,,,,1
Randel,Maroon,5/16/2006,Darfur activists need to put up or shut up – Chicago Maroon,https://chicagomaroon.com/5488/viewpoints/op-ed/darfur-activists-need-to-put-up-or-shut-up-2/,Sudan,,Letter Writing,,,Against,,,,0
Randel,Maroon,5/10/2006,In defense of divestment,https://chicagomaroon.com/12950/news/in-defense-of-divestment/,Sudan,,Letter Writing,,,For,,,,1
Randel,Maroon,5/10/2006,Re: Divestment,https://chicagomaroon.com/12949/news/re-divestment/,Sudan,,Letter Writing,,,Neutral,,,,0
Randel,Maroon,5/8/2006,"Darfur might unite, but what good is that? – Chicago Maroon",https://chicagomaroon.com/11661/news/darfur-might-unite-but-what-good-is-that/,Sudan,,Letter Writing,,,Against,,,,0
Randel,Maroon,4/18/2006,Divest From Sudan,https://chicagomaroon.com/6024/viewpoints/op-ed/divest-from-sudan/,Sudan,Maroon,Letter Writing,Board of Trustees,,For,,,Maroon Editorial endorsement,1
Randel,Maroon,4/14/2006,Kalven Report doesn’t justify the University’s decision not to divest,https://chicagomaroon.com/9287/viewpoints/op-ed/kalven-report-doesn8217t-justify-the-university8217s-decision-not-to-divest/,Sudan,,,,,For,,,,0
Randel,Maroon,4/7/2006,"Bucking trend, U of C will not divest from Sudan",https://chicagomaroon.com/8606/news/bucking-trend-u-of-c-will-not-divest-from-sudan/,Sudan,STAND,Letter Writing,President/Administration,Interview/forum,For,,,,1
Gray,Maroon Archives,12/5/1986,Divest now,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1986-1205;query=divest#page/15/mode/1up/search/divest,South Africa,,Letter Writing,,,For,,,,1
Gray,Maroon Archives,10/22/1986,"Gray, Davis debate",https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1985-1029;query=divest#page/1/mode/1up/search/divest,South Africa,,Lecture/Debate,,,For,,,,1
Gray,Maroon Archives,10/3/1986,Apathy in support of apartheid,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1986-1003;query=divest#page/15/mode/1up/search/divest,South Africa,,Letter Writing,,,For,,,,1
Gray,Maroon Archives,9/26/1986,The current state of divestment,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1986-0926;query=divest#page/98/mode/1up/search/divest,South Africa,,Letter Writing,,,For,,,,1
Gray,Maroon Archives,5/23/1986,Generations of resistance,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1986-0523;query=divest#page/19/mode/1up/search/divest,South Africa,Action Committee on SA,Lecture/Debate,,,For,,,,1
Gray,Maroon Archives,5/22/1986,Gray wrong on IBM,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1986-0523;query=divest#page/23/mode/1up/search/divest,South Africa,,"Protest, Letter Writing",Non-campus,,For,,,,1
Gray,Maroon Archives,5/9/1986,President Gray speaks with the Maroon,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1986-0513;query=divest#page/13/mode/1up/search/divest,South Africa,,,,Interview/forum,For,,,,1
Gray,Maroon Archives,4/29/1986,Faculty Senate votes for divestment,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1986-0425;query=divest#page/1/mode/1up/search/divest,South Africa,Faculty Senate,Pledge/Resolution,,,For,,,,1
Gray,Maroon Archives,4/25/1986,University's divestment policy inconsistent,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1986-0425;query=divest#page/5/mode/1up/search/trustee,South Africa,,Letter Writing,,,For,,,,1
Gray,Maroon Archives,4/11/1986,Divestment coalitions step up protest action,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1986-0408;query=divest#page/1/mode/1up/search/divest,South Africa,,Protest,,,For,200,,Source of numbers: https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1986-0415;query=divest#page/1/mode/1up,1
Gray,Maroon Archives,4/7/1986,Divestment update,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1986-0425;query=divest#page/5/mode/1up/search/trustee,South Africa,Student Advisory Committee to the President,Research Report,,,For,,170000000,,1
Gray,Maroon Archives,4/4/1986,Student movement - update,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1986-0404;query=divest#page/35/mode/1up/search/divest,South Africa,,Letter Writing,,,For,,,,1
Gray,Maroon Archives,4/4/1986,Student movements: Tradition of resistance,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1986-0404;query=divest#page/32/mode/1up/search/divest,South Africa,,Letter Writing,,,For,,,,1
Gray,Maroon Archives,4/4/1986,Faculty members demand divestment,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1986-0404;query=divest#page/29/mode/1up/search/divest,South Africa,,Letter Writing,,,For,,,,1
Gray,Maroon Archives,4/4/1986,Case for divestment made plain and simple,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1986-0404;query=divest#page/32/mode/1up/search/divest,South Africa,,Letter Writing,,,For,,,,1
Gray,Maroon Archives,2/14/1986,Trustees profit from Apartheid,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1986-0214;query=divest#page/4/mode/1up/search/divest,South Africa,,Letter Writing,,,For,,,,1
Gray,Maroon Archives,2/14/1986,Coalition calls for divestment,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1986-0214;query=divest#page/4/mode/1up/search/divest,South Africa,,Letter Writing,,,For,,,,1
Gray,Maroon Archives,1/31/1986,Tutu: And the struggle rages on,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1986-0131;query=divest#page/20/mode/1up/search/divest,South Africa,,Letter Writing,,,For,,,,1
Gray,Maroon Archives,1/24/1986,"Bishop Tutu asks audience to ""help us""",https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1986-0128;query=divest#page/1/mode/1up/search/divest,South Africa,,Protest,President/Administration,,For,,,,1
Gray,Maroon Archives,11/8/1985,Faculty members speak out on divestment ,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1985-1108;query=divest#page/4/mode/1up,South Africa,,Letter Writing,,,For,,,,1
Gray,Maroon Archives,10/25/1985,Gray pledges inquiry into South Africa,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1985-1025;query=divest#page/1/mode/1up/search/divest,South Africa,,,,Non-divestment support,For,,,Response: https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1986-0808;query=divest#page/17/mode/1up,1
Gray,Maroon Archives,10/22/1985,Gray to debate divestment during Teach-in,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1985-1015;query=divest#page/1/mode/1up,South Africa,,Lecture/Debate,,Interview/forum,For,,,,1
Gray,Maroon Archives,10/22/1985,"We, the undersigned members of the University of Chicago faculty, urge the trustees to divest the University of its holdings in corporations, banks, and other enterprises that maintain investments in the Republic of South Africa",https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1985-1022;query=divest#page/16/mode/1up/search/divest,South Africa,,Letter Writing,,,For,233,,44 departments represented,1
Gray,Maroon Archives,10/18/1985,We are here to demand an end to racism at home and abroad: Friday's rally,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1985-1018;query=divest#page/18/mode/1up/search/divest,South Africa,,Protest,,,For,,,,1
Gray,Maroon Archives,10/15/1985,Latest conservative newspaper debuts on campus,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1985-1015;query=divest#page/13/mode/1up/search/divest,South Africa,,Letter Writing,,,Against,,,Midway Review is source of anti-divestment stances,
Gray,Maroon Archives,10/11/1985,Sarkar exposes Hanna's inconsistencies on South Africa,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1985-1011;query=divest#page/4/mode/1up/search/divest,South Africa,,Letter Writing,,,For,,,,1
Gray,Maroon Archives,10/11/1985,Divestment: What is to be done?,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1985-1025;query=divest#page/16/mode/1up/search/divest,South Africa,,"Protest, Letter Writing",,,For,,133514000,Source of numbers: https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1985-0927;query=divest#page/5/mode/1up/search/divest,1
Gray,Maroon Archives,5/31/1985,Jackson to speak,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1985-0531;query=divest#page/8/mode/1up/search/divest,South Africa,,Lecture/Debate,,,For,,,,1
Gray,Chicago Magazine,5/31/1985,"Faculty, students debate divestment",https://campub.lib.uchicago.edu/view/?docId=mvol-0002-0078-0001;query=divest#page/4/mode/1up,South Africa,,Protest,,,,,,,1
Gray,Maroon Archives,5/31/1985,University must divest to be pure,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1985-0531;query=divest#page/5/mode/1up/search/divest,South Africa,,Letter Writing,,,For,,,,1
Gray,Maroon Archives,5/31/1985,Rhetoric and promise won't stop Apartheid,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1985-0531;query=divest#page/5/mode/1up/search/divest,South Africa,,Letter Writing,,,For,,,,1
Gray,Maroon Archives,5/31/1985,Students against Apartheid speak out,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1985-0531;query=divest#page/4/mode/1up/search/divest,South Africa,,Letter Writing,,,For,,,,1
Gray,Maroon Archives,5/22/1985,South African protest planned,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1985-0521;query=divest#page/1/mode/1up/search/divest,South Africa,,Protest,,,For,500,,Source for attendance: https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1985-0531;query=divest#page/8/mode/1up/search/divest,1
Gray,Maroon Archives,5/21/1985,Let's invest: One man's view,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1985-0521;query=divest#page/6/mode/1up/search/divest,South Africa,,Letter Writing,,,Against,,,,0
Gray,Maroon Archives,5/20/1985,WHPK debates U of C South African divestment,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1985-0521;query=divest#page/2/mode/1up,South Africa,Ad Hoc Committee for a Free South Africa,Lecture/Debate,Non-campus,,For,,,,1
Gray,Maroon Archives,5/17/1985,President Gray responds,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1985-0517;query=divest#page/4/mode/1up/search/divest,South Africa,,,,Letter Writing,For,,,,1
Gray,Maroon Archives,5/10/1985,Open letter to President Gray and members of the Board of Trustees,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1985-0510;query=divest#page/5/mode/1up/search/divest,South Africa,,Letter Writing,,,For,,,,1
Gray,Maroon Archives,5/10/1985,Editorial Protest,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1985-0510;query=divest#page/1/mode/1up/search/divest,South Africa,,Letter Writing,,,For,,,Suspended publication in protest; Maroon Editorial endorsement,1
Gray,Maroon Archives,5/7/1985,SG speaks out on divestment issue,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1985-0517;query=divest#page/1/mode/1up/search/divest,South Africa,,Pledge/Resolution,,,For,,,,1
Gray,Maroon Archives,2/22/1985,Divestment: Pro and con,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1985-0222;query=divest#page/16/mode/1up,South Africa,,Letter Writing,,,Neutral,,,,0
Gray,Maroon Archives,2/22/1985,South Africa: The U of C connection,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1985-0222;query=divest#page/12/mode/1up,South Africa,,Letter Writing,,,For,,,,1
Gray,Maroon Archives,2/20/1985,President Gray: Divestment isn't happening,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1985-0222;query=divest#page/18/mode/1up/search/divest,South Africa,,,,Letter Writing,For,,,,1
Gray,Maroon Archives,1/27/1984,Braun urges divestment,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1984-0127;query=divest#page/1/mode/1up/search/divest,South Africa,,Lecture/Debate,,,For,,,,1
Gray,Maroon Archives,2/12/1980,Why we should divest; How we can live with it,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1980-0212;query=divest#page/6/mode/1up/search/divest,South Africa,,Lecture/Debate,,,For,,,,1
Gray,Maroon Archives,4/27/1979,Slim margin for divestment,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1979-0427;query=divest#page/1/mode/1up/search/divest,South Africa,,Pledge/Resolution,,,For,,,,1
Gray,Maroon Archives,4/20/1979,Yes on divest,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1979-0420;query=divest#page/4/mode/1up/search/divest,South Africa,,Letter Writing,,,For,,,,1
Gray,Maroon Archives,3/2/1979,Verbal smokescreen,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1979-0302;query=divest#page/4/mode/1up/search/divest,South Africa,,Letter Writing,,,For,,,,1
Gray,Maroon Archives,2/27/1979,Over 750 attend S. Africa forum,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1979-0302;query=divest#page/3/mode/1up/search/divest,South Africa,Action Committee on SA,Lecture/Debate,,Interview/forum,For,750,,,1
Gray,Maroon Archives,2/7/1979,News Briefs,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1979-0213;query=divest#page/2/mode/1up,South Africa,,Protest,,,For,,,,1
Gray,Maroon Archives,1/19/1979,Limousine liberal,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1979-0119;query=divest#page/4/mode/1up/search/divest,South Africa,,Letter Writing,,,Against,,,,0
Gray,Maroon Archives,12/1/1978,Will discussion kill activism?,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1978-1201;query=divest#page/4/mode/1up/search/divest,South Africa,Action Committee on SA,Letter Writing,,,For,750,,,1
Gray,Maroon Archives,10/27/1978,Action Committee addresses Pres. Gray,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1978-1027;query=divest#page/5/mode/1up/search/divest,South Africa,,Letter Writing,General,,For,,,,1
Gray,Maroon Archives,10/27/1978,Board of Trustee chairman Robert Reneker answers written queries for the first time,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1978-1027;query=divest#page/5/mode/1up/search/divest,South Africa,,Letter Writing,General,Letter Writing,Against,,,,0
Gray,Maroon Archives,10/6/1978,First South Africa meeting,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1978-0519;query=divest#page/5/mode/1up/search/divest,South Africa,,Protest,,Interview/forum,For,20,,"Brutus, who helped organize South Africa's ban from the Olympics, spoke on this day. Continental Illinois Bank had 1 out of 4 of University trustees. National Council of Churches withdrew from bank",1
Gray,Maroon Archives,10/5/1978,Gray installed as University's 10th chief,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1978-1010;query=divest#page/2/mode/1up,South Africa,,Protest,,,For,,,,1
Wilson,Maroon Archives,5/19/1978,Smear Job,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1978-0519;query=divest#page/5/mode/1up/search/divest,South Africa,,Letter Writing,,,Against,,,,0
Wilson,Maroon Archives,5/5/1978,Intensify pressure on S. Africa,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1978-0505;query=divest#page/4/mode/1up/search/divest,South Africa,,Letter Writing,,,For,,,,1
Wilson,Maroon Archives,4/21/1978,"So, leave",https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1978-0421;query=divest#page/4/mode/1up/search/divest,South Africa,,Letter Writing,,,For,,,,1
Wilson,Maroon Archives,4/13/1978,Johnson Makatini will speak on the struggle for liberation in South Africa,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1978-0411;query=divest#page/1/mode/1up,South Africa,,Protest,,,For,,,,1
Wilson,Maroon Archives,4/11/1978,Letter to the chairman of the Board of Trustees,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1978-0411;query=divest#page/3/mode/1up/search/investment,South Africa,,Letter Writing,,,For,,,,1
Wilson,Maroon Archives,4/3/1978,OSB to protest UC investments in S. African white homelands,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1978-0331;query=divest#page/5/mode/1up/search/divest,South Africa,Older Spartacus Brigade,Protest,General,,For,,,Date not specified. 10th annual protest,1
Wilson,Maroon Archives,3/1/1978,An interview with Allison Dunham ,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1978-0411;query=divest#page/5/mode/1up/search/dunham,South Africa,,,,Interview/forum,Against,,,Date not specified,0
Wilson,Maroon Archives,2/24/1978,UC isolationism,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1978-0224;query=divest#page/4/mode/1up/search/divest,South Africa,,Letter Writing,General,,For,,,,1
Wilson,Maroon Archives,2/17/1978,Seventies Students,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1978-0217;query=divest#page/4/mode/1up/search/divest,South Africa,,Letter Writing,General,,For,,,,1
Wilson,Maroon Archives,2/17/1978,Oppose the trustees,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1978-0217;query=divest#page/4/mode/1up/search/divest,South Africa,Action Committee on SA,Letter Writing,General,,For,,,,1
Wilson,Maroon Archives,2/10/1978,Wilson: We have a difference of opinion,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1978-0210;query=divest#page/4/mode/1up,South Africa,,,,Interview/forum,Against,,,,0
Wilson,Maroon Archives,2/10/1978,"As demonstrators march, trustees vote unanimously to keep S. Africa holdings",https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1978-0210;query=divest#page/1/mode/1up,South Africa,Action Committee on SA,Protest,General,"Interview/forum, Meeting/negotiation",For,80,,"Including testimony from board members who had lived in S Africa. ""The University's trustees are tied more closely to the bank community than trustees at any others school.""",1
Wilson,Maroon Archives,2/7/1978,Is the University making money in S. Africa?,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1978-0207;query=divest#page/2/mode/1up/search/divest,South Africa,,Research Report,General,,For,,,"Includes full figures, math, and data supplied by the Treasurer's Office",1
Wilson,Maroon Archives,1/31/1978,SG squashes S Africa debate,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1978-0203;query=divest#page/2/mode/1up,South Africa,,Pledge/Resolution,General,,For,,,,1
Wilson,Maroon Archives,1/31/1978,UC and South Africa,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1978-0131;query=divest#page/4/mode/1up/search/divest,South Africa,,Letter Writing,General,,For,,,,1
Wilson,Maroon Archives,1/26/1978,News Briefs,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1979-0213;query=divest#page/2/mode/1up,South Africa,,Protest,Board of Trustees,,For,,,,1
Wilson,Maroon Archives,1/24/1978,U.S. firms profit from S. Africa's black labor,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1978-0124;query=divest#page/3/mode/1up,South Africa,,Letter Writing,,,For,,,,1
Wilson,Maroon Archives,1/18/1978,Trustees blasted at forum; committee calls for U of C to divest S. African stock,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1978-0120;query=divest#page/1/mode/1up/search/divest,South Africa,,Lecture/Debate,,,For,200,,,1
Wilson,Maroon Archives,1/17/1978,Franklin urged UC divest from barbarous regime,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1978-0117;query=divest#page/1/mode/1up/search/divest,South Africa,,,,Interview/forum,For,,,,1
Wilson,Maroon Archives,1/13/1978,Letter to Blair,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1978-0113;query=divest#page/4/mode/1up/search/divest,South Africa,Action Committee on SA,"Lecture/Debate, Letter Writing",Board of Trustees,,For,,,,1
Wilson,Maroon Archives,1/1/1978,The University and South Africa connections,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1979-0227;query=divest#page/1/mode/1up/search/divest,South Africa,,Letter Writing,,,For,2400,,Date not listed,1
Wilson,Maroon Archives,11/20/1977,South Africa meeting,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1977-1118;query=divest#page/2/mode/1up/search/divest,South Africa,,Lecture/Debate,,,For,,,,1
Wilson,Maroon Archives,11/11/1977,Wilson: UC should not be agent of political change,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1977-1111;query=divest#page/1/mode/1up/search/investment,South Africa,,,,Interview/forum,Against,,,,1
Wilson,Maroon Archives,11/9/1977,Transcript of press conference,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1977-1111;query=divest#page/1/mode/1up,South Africa,,,,Interview/forum,For,,,,1
Wilson,Maroon Archives,11/4/1977,Many schools reviewing holdings in South Africa for possible divestiture,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1977-1104;query=divest#page/1/mode/1up,South Africa,,Letter Writing,,,For,,,"Even though this is mainly about other schools, included because it has other expository information",0
Wilson,Maroon Archives,11/1/1977,Trustees hold firm,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1977-1101;query=divest#page/2/mode/1up,South Africa,,,,Interview/forum,Against,,,,1
Wilson,Maroon Archives,11/1/1977,UC has $50 million in companies with investments in South Africa,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1977-1101;query=divest#page/1/mode/1up/search/investment,South Africa,,,,,For,,50000000,,0
Beadle,Maroon Archives,1/25/1967,SDS Presents Appeal,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1967-0127;query=continental%20illinois#page/1/mode/1up/search/continental+illinois,South Africa,,Protest,Non-campus,Arrest,For,,,,1
Beadle,Maroon Archives,1/24/1967,200 Picket Bank,https://campub.lib.uchicago.edu/view/?docId=mvol-0004-1967-0124;query=continental%20illinois#page/1/mode/1up/search/continental+illinois,South Africa,,Protest,Non-campus,Arrest,For,200,,,1
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,
,,,,,,,,,,For,,,,